cl,week,price,b1,b2
115 eleven,34,13,Almond Joy,Product124
Kmart,26,22,Bites,Product125
OXXO,34,13,Almond Joy,Product124
Soriana,24,45,Kit Kat,Product126
Chedraui,34,14,Almond Joy,Product127
WholeFoods,34,13,Almond Joy,Product128
Walmart,34,13,Almond Joy,Product128
116 eleven,34,12,Almond Joy,Product129
Kmart,34,14,Almond Joy,Product130
OXXO,34,141,Seasons,Product131
Soriana,34,106,Seasons,Product132
Chedraui,34,10,Almond Joy,Product133
WholeFoods,36,124,Seasons,Product134
Walmart,36,146,Seasons,Product135
117 eleven,24,34,Kit Kat,Product136
Kmart,34,14,Almond Joy,Product137
OXXO,28,10,Almond Joy,Product138
Soriana,35,10,Almond Joy,Product139
Chedraui,35,12,Almond Joy,Product140
WholeFoods,35,14,Almond Joy,Product141
Walmart,35,147,Seasons,Product142
118 eleven,36,113,Seasons,Product143
Kmart,36,14,Almond Joy,Product144
OXXO,36,15,Almond Joy,Product145
Soriana,49,39,Hersheys,Product146
Chedraui,22,50,Reeses,Product54
WholeFoods,50,43,Hersheys,Product147
Walmart,49,36,Hersheys,Product148
119 eleven,50,36,Hersheys,Product149
Kmart,49,36,Hersheys,Product150
OXXO,49,42,Hersheys,Product151
Soriana,50,40,Hersheys,Product152
Chedraui,50,39,Hersheys,Product153
WholeFoods,50,34,Hersheys,Product154
Walmart,24,37,Kit Kat,Product155
120 eleven,50,38,Hersheys,Product156
Kmart,50,45,Hersheys,Product157
OXXO,50,41,Hersheys,Product158
Soriana,50,42,Hersheys,Product159
Chedraui,28,12,Almond Joy,Product160
WholeFoods,50,45,Hersheys,Product161
Walmart,24,45,Kit Kat,Product162
121 eleven,51,15,Cocoa,Product163
Kmart,51,18,Cocoa,Product164
OXXO,51,33,Hersheys,Product165
Soriana,18,31,Kit Kat,Product108
Chedraui,51,39,Hersheys,Product166
WholeFoods,51,39,Hersheys,Product167
Walmart,51,43,Hersheys,Product168
122 eleven,52,51,Reeses,Product169
Kmart,53,51,Reeses,Product169
OXXO,50,42,Hersheys,Product170
Soriana,50,45,Hersheys,Product171
Chedraui,50,30,Hersheys,Product172
WholeFoods,18,42,Kit Kat,Product173
Walmart,50,34,Hersheys,Product174
123 eleven,50,42,Hersheys,Product175
Kmart,50,30,Hersheys,Product176
OXXO,18,34,Kit Kat,Product177
Soriana,28,15,Almond Joy,Product195
Chedraui,18,44,Reeses,Product179
WholeFoods,31,30,Bites,Product180
Walmart,50,43,Hersheys,Product181
124 eleven,50,7,Jolly Rancher,Product182
Kmart,50,7,Jolly Rancher,Product183
OXXO,50,5,Jolly Rancher,Product184
Soriana,50,6,Jolly Rancher,Product185
Chedraui,50,36,Hersheys,Product186
WholeFoods,52,42,Hersheys,Product187
Walmart,50,34,Hersheys,Product188
125 eleven,50,37,Hersheys,Product189
Kmart,50,45,Hersheys,Product190
OXXO,50,35,Hersheys,Product191
Soriana,50,41,Hersheys,Product192
Chedraui,50,38,Hersheys,Product193
WholeFoods,50,43,Hersheys,Product194
Walmart,51,43,Kisses,Product195
126 eleven,51,48,Kisses,Product196
Kmart,51,47,Kisses,Product197
OXXO,51,40,Kit Kat,Product198
Soriana,51,44,Kit Kat,Product199
Chedraui,51,34,Kit Kat,Product200
WholeFoods,51,35,Kit Kat,Product1
Walmart,22,19,Pelon,Product149
127 eleven,51,30,Kit Kat,Product3
Kmart,51,43,Kit Kat,Product4
OXXO,51,33,Hersheys,Product5
Soriana,51,42,Hersheys,Product6
Chedraui,51,37,Hersheys,Product7
WholeFoods,51,41,Hersheys,Product8
Walmart,51,24,Bites,Product9
128 eleven,51,22,Bites,Product10
Kmart,51,27,Bites,Product11
OXXO,26,26,Bites,Product12
Soriana,52,33,Hersheys,Product13
Chedraui,23,50,Reeses,Product54
WholeFoods,25,32,Kit Kat,Product14
Walmart,41,48,Kisses,Product15
129 eleven,41,5,Jolly Rancher,Product16
Kmart,41,22,Bites,Product17
OXXO,41,6,Jolly Rancher,Product18
Soriana,36,40,Kisses,Product19
Chedraui,36,41,Kisses,Product27
WholeFoods,35,53,Reeses,Product18
Walmart,36,39,Kisses,Product21
130 eleven,25,43,Kit Kat,Product22
Kmart,36,43,Kisses,Product23
OXXO,40,48,Reeses,Product24
Soriana,40,51,Kisses,Product25
Chedraui,40,40,Kisses,Product26
WholeFoods,40,5,Jolly Rancher,Product27
Walmart,40,7,Jolly Rancher,Product28
131 eleven,40,20,Bites,Product29
Kmart,24,42,Kit Kat,Product30
OXXO,40,6,Jolly Rancher,Product31
Soriana,36,50,Kisses,Product32
Chedraui,38,50,Kisses,Product33
WholeFoods,37,48,Kisses,Product34
Walmart,25,30,Kit Kat,Product35
132 eleven,41,30,Bites,Product36
Kmart,41,6,Jolly Rancher,Product37
OXXO,37,53,Reeses,Product38
Soriana,36,35,Kisses,Product104
Chedraui,36,49,Kisses,Product40
WholeFoods,36,7,Jolly Rancher,Product41
Walmart,36,5,Jolly Rancher,Product42
133 eleven,15,35,Kit Kat,Product43
Kmart,35,39,Kisses,Product44
OXXO,35,6,Jolly Rancher,Product45
Soriana,36,39,Kisses,Product44
Chedraui,33,30,Bites,Product5
WholeFoods,36,6,Jolly Rancher,Product45
Walmart,15,33,Kit Kat,Product47
134 eleven,21,12,Almond Joy,Product48
Kmart,34,56,Reeses,Product49
OXXO,21,11,Almond Joy,Product50
Soriana,38,40,Reeses,Product51
Chedraui,37,53,Reeses,Product38
WholeFoods,38,39,Kisses,Product44
Walmart,36,12,Almond Joy,Product52
135 eleven,38,46,Kisses,Product53
Kmart,38,47,Kisses,Product54
OXXO,22,16,Pelon,Product55
Soriana,34,56,Reeses,Product49
Chedraui,39,47,Kisses,Product56
WholeFoods,15,31,Kit Kat,Product57
Walmart,38,53,Reeses,Product38
136 eleven,38,53,Reeses,Product38
Kmart,35,58,Reeses,Product58
OXXO,35,58,Reeses,Product58
Soriana,35,39,Kisses,Product59
Chedraui,35,7,Jolly Rancher,Product60
WholeFoods,35,39,Kisses,Product24
Walmart,15,41,Kit Kat,Product61
137 eleven,16,39,Kit Kat,Product62
Kmart,37,40,Milk,Product63
OXXO,41,14,Pelon,Product64
Soriana,34,57,Reeses,Product65
Chedraui,42,20,Bites,Product66
WholeFoods,41,60,Reeses,Product68
Walmart,41,14,Pelon,Product67
138 eleven,21,45,Hersheys,Product68
Kmart,16,35,Kit Kat,Product69
OXXO,34,15,Pelon,Product70
Soriana,21,37,Hersheys,Product71
Chedraui,34,52,Kisses,Product72
WholeFoods,23,31,Hersheys,Product73
Walmart,35,45,Reeses,Product74
139 eleven,35,16,Pelon,Product79
Kmart,27,41,Hersheys,Product75
OXXO,35,13,Pelon,Product76
Soriana,35,5,Jolly Rancher,Product77
Chedraui,35,7,Jolly Rancher,Product78
WholeFoods,39,48,Kisses,Product79
Walmart,25,34,Hersheys,Product80
140 eleven,34,60,Reeses,Product81
Kmart,17,34,Kit Kat,Product82
OXXO,39,48,Kisses,Product83
Soriana,25,5,Jolly Rancher,Product84
Chedraui,25,35,Kit Kat,Product43
WholeFoods,39,43,Kisses,Product85
Walmart,34,51,Reeses,Product12
141 eleven,25,35,Hersheys,Product86
Kmart,39,42,Kisses,Product87
OXXO,25,33,Kit Kat,Product47
Soriana,18,31,Kit Kat,Product88
Chedraui,35,49,Kisses,Product89
WholeFoods,19,39,Hersheys,Product90
Walmart,26,48,Reeses,Product91
142 eleven,36,51,Reeses,Product92
Kmart,37,50,Reeses,Product93
OXXO,35,6,Jolly Rancher,Product94
Soriana,26,45,Reeses,Product74
Chedraui,18,33,Kit Kat,Product95
WholeFoods,30,45,Reeses,Product74
Walmart,39,43,Kisses,Product96
143 eleven,37,24,Bites,Product97
Kmart,36,42,Reeses,Product98
OXXO,27,49,Kisses,Product99
Soriana,35,37,Kisses,Product100
Chedraui,31,35,Kisses,Product101
WholeFoods,25,32,Kit Kat,Product102
Walmart,29,46,Kisses,Product103
144 eleven,29,35,Kisses,Product104
Kmart,32,49,Kisses,Product105
OXXO,32,6,Jolly Rancher,Product106
Soriana,42,20,Bites,Product107
Chedraui,42,22,Bites,Product108
WholeFoods,36,42,Reeses,Product98
Walmart,36,52,Reeses,Product109
145 eleven,17,37,Kit Kat,Product33
Kmart,25,39,Hersheys,Product111
OXXO,36,46,Reeses,Product112
Soriana,42,45,Reeses,Product113
Chedraui,36,53,Reeses,Product114
WholeFoods,36,47,Reeses,Product115
Walmart,36,50,Reeses,Product35
146 eleven,36,53,Reeses,Product18
Kmart,36,49,Reeses,Product117
OXXO,36,42,Reeses,Product118
Soriana,37,5,Jolly Rancher,Product63
Chedraui,40,39,Kisses,Product120
WholeFoods,27,36,Hersheys,Product121
Walmart,21,39,Kit Kat,Product122
147 eleven,40,36,Kisses,Product123
Kmart,27,41,Hersheys,Product124
OXXO,37,46,Kisses,Product53
Soriana,36,60,Reeses,Product125
Chedraui,38,6,Jolly Rancher,Product126
WholeFoods,37,48,Reeses,Product127
Walmart,35,56,Reeses,Product128
148 eleven,39,5,Jolly Rancher,Product129
Kmart,27,52,Kisses,Product130
OXXO,26,36,Kit Kat,Product98
Soriana,39,7,Jolly Rancher,Product131
Chedraui,42,20,Bites,Product132
WholeFoods,38,19,Pelon,Product90
Walmart,38,14,Pelon,Product91
149 eleven,38,16,Pelon,Product55
Kmart,38,15,Pelon,Product133
OXXO,39,36,Kisses,Product18
Soriana,26,44,Kit Kat,Product134
Chedraui,39,39,Kisses,Product135
WholeFoods,39,35,Kisses,Product136
Walmart,39,36,Kisses,Product137
150 eleven,39,48,Reeses,Product127
Kmart,39,43,Reeses,Product138
OXXO,39,45,Reeses,Product139
Soriana,39,43,Reeses,Product138
Chedraui,27,33,Kit Kat,Product32
WholeFoods,38,45,Reeses,Product140
Walmart,43,47,Reeses,Product141
151 eleven,38,42,Reeses,Product142
Kmart,38,57,Reeses,Product143
OXXO,43,44,Reeses,Product144
Soriana,38,55,Reeses,Product145
Chedraui,38,45,Reeses,Product146
WholeFoods,43,56,Reeses,Product147
Walmart,38,44,Reeses,Product148
152 eleven,38,42,Reeses,Product149
Kmart,38,47,Reeses,Product150
OXXO,43,59,Reeses,Product151
Soriana,23,13,Pelon,Product152
Chedraui,27,38,Kit Kat,Product153
WholeFoods,42,53,Reeses,Product38
Walmart,29,52,Kisses,Product72
153 eleven,43,42,Reeses,Product98
Kmart,34,47,Reeses,Product154
OXXO,40,48,Kisses,Product155
Soriana,31,47,Reeses,Product154
Chedraui,31,47,Reeses,Product154
WholeFoods,45,42,Reeses,Product156
Walmart,27,43,Kit Kat,Product157
154 eleven,38,51,Reeses,Product158
Kmart,38,51,Reeses,Product158
OXXO,38,51,Reeses,Product158
Soriana,39,52,Kisses,Product159
Chedraui,40,42,Reeses,Product160
WholeFoods,41,53,Reeses,Product38
Walmart,41,53,Reeses,Product38
155 eleven,27,38,Kit Kat,Product161
Kmart,39,16,Cocoa,Product162
OXXO,39,51,Reeses,Product12
Soriana,39,17,Pelon,Product163
Chedraui,40,53,Reeses,Product38
WholeFoods,39,51,Reeses,Product12
Walmart,39,29,Bites,Product164
156 eleven,39,36,Kisses,Product165
Kmart,42,51,Kisses,Product166
OXXO,42,55,Reeses,Product167
Soriana,39,36,Kisses,Product18
Chedraui,41,48,Kisses,Product15
WholeFoods,41,5,Jolly Rancher,Product16
Walmart,41,22,Bites,Product168
157 eleven,41,6,Jolly Rancher,Product18
Kmart,40,53,Reeses,Product38
OXXO,42,48,Reeses,Product127
Soriana,22,42,Reeses,Product98
Chedraui,21,35,Kit Kat,Product169
WholeFoods,43,53,Reeses,Product38
Walmart,43,51,Kisses,Product170
158 eleven,43,46,Reeses,Product171
Kmart,43,6,Jolly Rancher,Product172
OXXO,43,49,Reeses,Product173
Soriana,43,43,Reeses,Product138
Chedraui,43,38,Kisses,Product174
WholeFoods,21,43,Kit Kat,Product175
Walmart,43,6,Jolly Rancher,Product176
159 eleven,43,25,Bites,Product177
Kmart,43,7,Jolly Rancher,Product178
OXXO,44,6,Jolly Rancher,Product179
Soriana,44,43,Reeses,Product180
Chedraui,44,145,Seasons,Product181
WholeFoods,43,60,Reeses,Product182
Walmart,44,52,Reeses,Product183
160 eleven,43,42,Kisses,Product184
Kmart,43,51,Kisses,Product185
OXXO,43,15,Cocoa,Product186
Soriana,43,18,Cocoa,Product187
Chedraui,43,48,Reeses,Product188
WholeFoods,43,56,Reeses,Product189
Walmart,43,51,Reeses,Product190
161 eleven,43,43,Reeses,Product191
Kmart,45,20,Bites,Product192
OXXO,43,6,Jolly Rancher,Product193
Soriana,43,52,Kisses,Product194
Chedraui,43,6,Jolly Rancher,Product176
WholeFoods,43,25,Bites,Product177
Walmart,43,7,Jolly Rancher,Product178
162 eleven,44,24,Bites,Product195
Kmart,45,6,Jolly Rancher,Product196
OXXO,43,47,Kisses,Product197
Soriana,43,51,Kisses,Product35
Chedraui,43,44,Kisses,Product199
WholeFoods,44,49,Reeses,Product200
Walmart,44,53,Reeses,Product1
163 eleven,44,28,Bites,Product1
Kmart,45,5,Jolly Rancher,Product2
OXXO,45,22,Bites,Product3
Soriana,41,47,Kisses,Product4
Chedraui,45,30,Bites,Product5
WholeFoods,44,57,Reeses,Product6
Walmart,44,57,Reeses,Product6
164 eleven,44,40,Kisses,Product26
Kmart,44,41,Kisses,Product7
OXXO,44,40,Kisses,Product26
Soriana,44,45,Reeses,Product8
Chedraui,44,57,Reeses,Product6
WholeFoods,44,57,Reeses,Product6
Walmart,41,59,Reeses,Product9
165 eleven,40,51,Kisses,Product10
Kmart,45,37,Kisses,Product11
OXXO,40,51,Kisses,Product9
Soriana,43,43,Kisses,Product13
Chedraui,45,48,Reeses,Product14
WholeFoods,46,58,Reeses,Product15
Walmart,46,57,Reeses,Product16
166 eleven,46,58,Reeses,Product17
Kmart,46,36,Kisses,Product18
OXXO,44,7,Jolly Rancher,Product19
Soriana,44,39,Kisses,Product20
Chedraui,44,7,Jolly Rancher,Product21
WholeFoods,44,6,Jolly Rancher,Product168
Walmart,44,5,Jolly Rancher,Product23
167 eleven,43,39,Kisses,Product24
Kmart,43,51,Kisses,Product25
OXXO,43,40,Kisses,Product26
Soriana,44,5,Jolly Rancher,Product27
Chedraui,43,30,Bites,Product28
WholeFoods,43,7,Jolly Rancher,Product29
Walmart,45,52,Reeses,Product30
168 eleven,44,47,Reeses,Product31
Kmart,19,18,Pelon,Product32
OXXO,21,37,Kit Kat,Product33
Soriana,45,7,Jolly Rancher,Product34
Chedraui,45,21,Bites,Product35
WholeFoods,45,30,Bites,Product36
Walmart,44,14,Pelon,Product37
169 eleven,45,46,Kisses,Product38
Kmart,45,52,Reeses,Product39
OXXO,21,31,Kit Kat,Product40
Soriana,45,36,Kisses,Product41
Chedraui,45,49,Kisses,Product42
WholeFoods,45,51,Kisses,Product43
Walmart,44,43,Reeses,Product138
170 eleven,24,30,Kit Kat,Product44
Kmart,45,36,Kisses,Product45
OXXO,44,25,Bites,Product46
Soriana,46,49,Reeses,Product47
Chedraui,46,42,Reeses,Product48
WholeFoods,46,56,Reeses,Product49
Walmart,46,41,Reeses,Product50
171 eleven,46,53,Reeses,Product18
Kmart,44,57,Reeses,Product6
OXXO,25,31,Kit Kat,Product51
Soriana,44,50,Kisses,Product52
Chedraui,44,46,Kisses,Product53
WholeFoods,44,50,Reeses,Product54
Walmart,44,49,Reeses,Product55
172 eleven,44,40,Reeses,Product56
Kmart,44,41,Reeses,Product57
OXXO,44,58,Reeses,Product58
Soriana,48,40,Reeses,Product59
Chedraui,45,140,Seasons,Product60
WholeFoods,45,7,Jolly Rancher,Product61
Walmart,45,25,Bites,Product62
173 eleven,42,49,Reeses,Product63
Kmart,45,58,Reeses,Product58
OXXO,45,58,Reeses,Product58
Soriana,44,58,Reeses,Product58
Chedraui,45,38,Kit Kat,Product64
WholeFoods,45,39,Kisses,Product65
Walmart,45,45,Reeses,Product181
174 eleven,45,6,Jolly Rancher,Product67
Kmart,46,60,Reeses,Product68
OXXO,44,58,Reeses,Product58
Soriana,44,40,Reeses,Product69
Chedraui,43,50,Reeses,Product70
WholeFoods,46,59,Reeses,Product71
Walmart,45,53,Reeses,Product72
175 eleven,45,42,Reeses,Product73
Kmart,44,58,Reeses,Product58
OXXO,43,6,Jolly Rancher,Product74
Soriana,43,6,Jolly Rancher,Product75
Chedraui,43,6,Jolly Rancher,Product76
WholeFoods,42,51,Reeses,Product77
Walmart,39,7,Jolly Rancher,Product78
176 eleven,39,48,Kisses,Product79
Kmart,39,29,Bites,Product80
OXXO,40,48,Reeses,Product127
Soriana,41,43,Reeses,Product138
Chedraui,41,60,Reeses,Product81
WholeFoods,40,48,Reeses,Product127
Walmart,40,43,Reeses,Product138
177 eleven,41,48,Reeses,Product127
Kmart,41,60,Reeses,Product81
OXXO,41,7,Jolly Rancher,Product82
Soriana,41,21,Bites,Product83
Chedraui,41,5,Jolly Rancher,Product84
WholeFoods,41,43,Kisses,Product85
Walmart,41,20,Cocoa,Product86
178 eleven,41,42,Kisses,Product87
Kmart,41,37,Kisses,Product88
OXXO,38,49,Kisses,Product89
Soriana,38,52,Kisses,Product90
Chedraui,23,5,Jolly Rancher,Product91
WholeFoods,33,51,Reeses,Product92
Walmart,31,51,Reeses,Product92
179 eleven,43,30,Bites,Product93
Kmart,31,45,Reeses,Product94
OXXO,32,42,Reeses,Product98
Soriana,38,58,Reeses,Product95
Chedraui,38,56,Reeses,Product96
WholeFoods,38,40,Reeses,Product97
Walmart,38,42,Reeses,Product98
180 eleven,42,6,Jolly Rancher,Product99
Kmart,42,20,Bites,Product29
OXXO,26,21,Bites,Product45
Soriana,31,45,Reeses,Product94
Chedraui,26,7,Jolly Rancher,Product100
WholeFoods,32,51,Reeses,Product12
Walmart,38,47,Reeses,Product154
181 eleven,32,138,Seasons,Product101
Kmart,41,47,Reeses,Product154
OXXO,37,55,Reeses,Product102
Soriana,33,47,Reeses,Product103
Chedraui,25,6,Jolly Rancher,Product104
WholeFoods,32,56,Reeses,Product49
Walmart,24,7,Jolly Rancher,Product65
182 eleven,38,42,Kisses,Product106
Kmart,38,44,Reeses,Product107
OXXO,44,6,Jolly Rancher,Product179
Soriana,33,56,Reeses,Product49
Chedraui,42,45,Reeses,Product108
WholeFoods,42,43,Kisses,Product109
Walmart,42,47,Kisses,Product110
183 eleven,34,51,Reeses,Product111
Kmart,24,5,Jolly Rancher,Product112
OXXO,34,51,Reeses,Product12
Soriana,35,56,Reeses,Product49
Chedraui,34,51,Reeses,Product12
WholeFoods,34,51,Reeses,Product12
Walmart,34,48,Kisses,Product113
184 eleven,34,39,Kisses,Product44
Kmart,34,7,Jolly Rancher,Product114
OXXO,42,7,Jolly Rancher,Product115
Soriana,34,6,Jolly Rancher,Product45
Chedraui,42,7,Jolly Rancher,Product116
WholeFoods,25,5,Jolly Rancher,Product117
Walmart,42,21,Bites,Product118
185 eleven,34,124,Seasons,Product26
Kmart,38,39,Kisses,Product120
OXXO,38,48,Kisses,Product121
Soriana,38,28,Bites,Product122
Chedraui,38,7,Jolly Rancher,Product123
WholeFoods,33,44,Kisses,Product124
Walmart,32,6,Jolly Rancher,Product45
186 eleven,40,13,Pelon,Product125
Kmart,32,39,Kisses,Product44
OXXO,40,19,Pelon,Product90
Soriana,33,39,Kisses,Product44
Chedraui,40,13,Pelon,Product126
WholeFoods,26,6,Jolly Rancher,Product127
Walmart,33,6,Jolly Rancher,Product45
187 eleven,42,42,Kisses,Product128
Kmart,26,5,Jolly Rancher,Product77
OXXO,42,52,Kisses,Product130
Soriana,42,41,Kisses,Product131
Chedraui,42,41,Kisses,Product132
WholeFoods,41,41,Reeses,Product133
Walmart,48,57,Reeses,Product134
188 eleven,34,39,Kisses,Product44
Kmart,40,45,Reeses,Product74
OXXO,34,6,Jolly Rancher,Product45
Soriana,56,22,Cocoa,Product135
Chedraui,57,43,Kisses,Product107
WholeFoods,57,19,Cocoa,Product189
Walmart,59,10,Almond Joy,Product138
189 eleven,57,140,Seasons,Product139
Kmart,59,12,Almond Joy,Product140
OXXO,59,14,Almond Joy,Product141
Soriana,59,10,Almond Joy,Product142
Chedraui,62,42,Milk,Product143
WholeFoods,62,60,Milk,Product144
Walmart,62,48,Milk,Product145
190 eleven,63,12,Almond Joy,Product146
Kmart,62,10,Almond Joy,Product142
OXXO,62,12,Almond Joy,Product140
Soriana,64,11,Almond Joy,Product147
Chedraui,57,36,Hersheys,Product148
WholeFoods,57,14,Almond Joy,Product149
Walmart,58,14,Almond Joy,Product150
191 eleven,58,18,Cocoa,Product151
Kmart,58,11,Almond Joy,Product152
OXXO,23,6,Jolly Rancher,Product104
Soriana,58,10,Almond Joy,Product153
Chedraui,58,21,Cocoa,Product159
WholeFoods,58,41,Hersheys,Product155
Walmart,59,38,Hersheys,Product156
192 eleven,59,16,Cocoa,Product157
Kmart,59,21,Cocoa,Product158
OXXO,59,12,Almond Joy,Product159
Soriana,59,39,Kisses,Product160
Chedraui,59,14,Almond Joy,Product161
WholeFoods,60,12,Almond Joy,Product162
Walmart,34,15,Cocoa,Product163
193 eleven,60,29,Bites,Product164
Kmart,60,14,Almond Joy,Product165
OXXO,6,15,Pelon,Product166
Soriana,8,16,Pelon,Product167
Chedraui,11,17,Pelon,Product168
WholeFoods,57,14,Pelon,Product169
Walmart,58,18,Pelon,Product170
194 eleven,6,18,Pelon,Product134
Kmart,6,18,Pelon,Product134
OXXO,25,46,Reeses,Product171
Soriana,59,16,Cocoa,Product171
Chedraui,60,45,Milk,Product172
WholeFoods,60,11,Almond Joy,Product173
Walmart,60,14,Almond Joy,Product174
195 eleven,60,14,Almond Joy,Product175
Kmart,60,10,Almond Joy,Product176
OXXO,61,11,Almond Joy,Product177
Soriana,61,14,Almond Joy,Product178
Chedraui,61,10,Almond Joy,Product179
WholeFoods,61,12,Almond Joy,Product180
Walmart,61,12,Almond Joy,Product181
196 eleven,62,11,Almond Joy,Product182
Kmart,62,12,Almond Joy,Product183
OXXO,62,13,Almond Joy,Product184
Soriana,62,12,Almond Joy,Product185
Chedraui,48,46,Reeses,Product186
WholeFoods,49,18,Cocoa,Product187
Walmart,48,53,Reeses,Product18
197 eleven,48,50,Reeses,Product35
Kmart,48,40,Reeses,Product59
OXXO,27,6,Jolly Rancher,Product188
Soriana,60,42,Kit Kat,Product189
Chedraui,56,39,Kisses,Product190
WholeFoods,60,37,Kit Kat,Product191
Walmart,60,31,Kit Kat,Product192
198 eleven,60,44,Kit Kat,Product193
Kmart,48,46,Reeses,Product186
OXXO,36,44,Milk,Product194
Soriana,48,52,Reeses,Product195
Chedraui,27,6,Jolly Rancher,Product196
WholeFoods,31,149,Seasons,Product197
Walmart,20,30,Hersheys,Product198
199 eleven,57,5,Jolly Rancher,Product199
Kmart,60,5,Jolly Rancher,Product200
OXXO,57,5,Jolly Rancher,Product1
Soriana,58,5,Jolly Rancher,Product2
Chedraui,58,7,Jolly Rancher,Product3
WholeFoods,58,7,Jolly Rancher,Product4
Walmart,58,7,Jolly Rancher,Product5
200 eleven,59,6,Jolly Rancher,Product6
Kmart,59,5,Jolly Rancher,Product7
OXXO,60,6,Jolly Rancher,Product8
Soriana,60,6,Jolly Rancher,Product9
Chedraui,25,6,Jolly Rancher,Product127
WholeFoods,60,7,Jolly Rancher,Product10
Walmart,60,7,Jolly Rancher,Product11
201 eleven,61,7,Jolly Rancher,Product5
Kmart,61,7,Jolly Rancher,Product13
OXXO,61,6,Jolly Rancher,Product14
Soriana,62,6,Jolly Rancher,Product15
Chedraui,61,5,Jolly Rancher,Product16
WholeFoods,62,5,Jolly Rancher,Product17
Walmart,62,6,Jolly Rancher,Product18
202 eleven,63,7,Jolly Rancher,Product19
Kmart,7,18,Pelon,Product146
OXXO,63,7,Jolly Rancher,Product20
Soriana,63,7,Jolly Rancher,Product21
Chedraui,64,5,Jolly Rancher,Product22
WholeFoods,64,5,Jolly Rancher,Product23
Walmart,64,7,Jolly Rancher,Product24
203 eleven,65,7,Jolly Rancher,Product25
Kmart,65,7,Jolly Rancher,Product26
OXXO,65,5,Jolly Rancher,Product27
Soriana,65,6,Jolly Rancher,Product8
Chedraui,62,7,Jolly Rancher,Product28
WholeFoods,25,13,Pelon,Product29
Walmart,60,14,Pelon,Product30
204 eleven,61,14,Pelon,Product31
Kmart,61,18,Cocoa,Product32
OXXO,62,16,Pelon,Product33
Soriana,63,13,Pelon,Product34
Chedraui,62,15,Cocoa,Product35
WholeFoods,62,15,Cocoa,Product36
Walmart,63,20,Cocoa,Product37
205 eleven,63,16,Pelon,Product38
Kmart,63,18,Pelon,Product39
OXXO,25,5,Jolly Rancher,Product40
Soriana,63,18,Pelon,Product41
Chedraui,60,27,Bites,Product42
WholeFoods,63,15,Cocoa,Product43
